####br; 20-07-08 06:28:25; 3;-2
####br; 20-07-08 06:41:45; 1;-1
####br; 20-07-08 06:41:50; 1;-1
####br; 20-07-08 06:41:55; 1;-1
####br; 20-07-08 06:42:00; 1;-1
####br; 20-07-08 06:42:05; 1;-1
####br; 20-07-08 06:42:10; 1;-1
####br; 20-07-08 06:42:15; 2;0
####br; 20-07-08 06:42:20; 3;1
####br; 20-07-08 06:42:25; 3;1
####br; 20-07-08 06:42:30; 3;1
####br; 20-07-08 06:42:35; 3;1
####br; 20-07-08 06:42:40; 2;2
####br; 20-07-08 06:42:45; 2;2
####br; 20-07-08 06:42:50; 2;2
####br; 20-07-08 06:42:55; 2;2
####br; 20-07-08 06:43:00; 2;2
####br; 20-07-08 06:43:05; 2;2
####br; 20-07-08 06:43:10; 2;2
####br; 20-07-08 06:43:15; 2;3
####br; 20-07-08 06:43:20; 1;2
####br; 20-07-08 06:43:25; 1;2
####br; 20-07-08 06:43:30; 1;2
####br; 20-07-08 06:43:35; 1;2
####br; 20-07-08 06:43:40; 2;1
####br; 20-07-08 06:43:45; 2;1
####br; 20-07-08 06:43:50; 2;1
####br; 20-07-08 06:43:55; 2;1
####br; 20-07-08 06:44:00; 3;3
####br; 20-07-08 06:44:05; 3;3
####br; 20-07-08 06:44:10; 3;3
####br; 20-07-08 06:44:15; 2;1
####br; 20-07-08 06:44:20; 2;1
####br; 20-07-08 06:44:25; 2;1
####br; 20-07-08 06:44:30; 3;-2
####br; 20-07-08 06:44:35; 3;-2
####br; 20-07-08 06:44:40; 2;-1
####br; 20-07-08 06:44:45; 2;-1
####br; 20-07-08 06:44:50; 2;-1
####br; 20-07-08 06:44:55; 3;-2
####br; 20-07-08 06:45:00; 2;-4
####br; 20-07-08 06:45:05; 2;-4
####br; 20-07-08 06:45:10; 2;-4
####br; 20-07-08 06:45:15; 2;-4
####br; 20-07-08 06:45:20; 2;-4
####br; 20-07-08 06:45:25; 2;-4
####br; 20-07-08 06:45:30; 1;-1
####br; 20-07-08 06:45:35; 1;-1
####br; 20-07-08 06:45:40; 2;0
####br; 20-07-08 06:45:45; 2;0
####br; 20-07-08 06:45:50; 3;1
####br; 20-07-08 06:45:55; 4;4
####br; 20-07-08 06:46:00; 4;4
####br; 20-07-08 06:46:05; 4;4
####br; 20-07-08 06:46:10; 4;4
####br; 20-07-08 06:46:15; 6;4
####br; 20-07-08 06:46:20; 6;4
####br; 20-07-08 06:46:25; 6;4
####br; 20-07-08 06:46:30; 6;4
####br; 20-07-08 06:46:35; 6;4
####br; 20-07-08 06:46:40; 6;4
####br; 20-07-08 06:46:45; 6;4
####br; 20-07-08 06:46:50; 6;4
####br; 20-07-08 06:46:55; 3;1
####br; 20-07-08 06:47:00; 3;1
####br; 20-07-08 06:47:05; 3;1
####br; 20-07-08 06:47:10; 4;0
####br; 20-07-08 06:47:15; 2;0
####br; 20-07-08 06:47:20; 2;0
####br; 20-07-08 06:47:25; 2;0
####br; 20-07-08 06:47:30; 3;-2
####br; 20-07-08 06:47:35; 3;-2
####br; 20-07-08 06:47:40; 3;-1
####br; 20-07-08 06:47:45; 3;-1
####br; 20-07-08 06:47:50; 3;-1
####br; 20-07-08 06:47:55; 4;-3
####br; 20-07-08 06:48:00; 5;-2
####br; 20-07-08 06:48:05; 6;-4
####br; 20-07-08 06:48:10; 6;-2
####br; 20-07-08 06:48:15; 6;-2
####br; 20-07-08 06:48:20; 6;-2
####br; 20-07-08 06:48:25; 7;-1
####br; 20-07-08 06:48:30; 8;-2
####br; 20-07-08 06:48:35; 8;-2
####br; 20-07-08 06:48:40; 7;-4
####br; 20-07-08 06:48:45; 7;-4
####br; 20-07-08 06:48:50; 7;-4
####br; 20-07-08 06:48:55; 7;-1
####br; 20-07-08 06:49:00; 6;-2
####br; 20-07-08 06:49:05; 5;0
####br; 20-07-08 06:49:10; 4;2
####br; 20-07-08 06:49:15; 4;2
####br; 20-07-08 06:49:20; 4;2
####br; 20-07-08 06:49:25; 3;1
####br; 20-07-08 06:49:30; 2;2
####br; 20-07-08 06:49:35; 2;2
####br; 20-07-08 06:49:40; 3;1
####br; 20-07-08 06:49:45; 4;-1
####br; 20-07-08 06:49:50; 4;-1
####br; 20-07-08 06:49:55; 3;-2
####br; 20-07-08 06:50:00; 3;-2
####br; 20-07-08 06:50:05; 4;0
####br; 20-07-08 06:50:10; 4;0
####br; 20-07-08 06:50:15; 4;0
####br; 20-07-08 06:50:20; 4;0
####br; 20-07-08 06:50:25; 4;0
####br; 20-07-08 06:50:30; 4;0
####br; 20-07-08 06:50:35; 4;0
####br; 20-07-08 06:50:40; 3;1
####br; 20-07-08 06:50:45; 2;3
####br; 20-07-08 06:50:50; 2;3
####br; 20-07-08 06:50:55; 2;3
####br; 20-07-08 06:51:00; 2;3
####br; 20-07-08 06:51:05; 2;-1
####br; 20-07-08 06:51:10; 2;-1
####br; 20-07-08 06:51:15; 2;-1
####br; 20-07-08 06:51:20; 2;-1
####br; 20-07-08 06:51:25; 4;-1
####br; 20-07-08 06:51:30; 4;-1
####br; 20-07-08 06:51:35; 4;-1
####br; 20-07-08 06:51:40; 4;-1
####br; 20-07-08 06:51:45; 4;-1
####br; 20-07-08 06:51:50; 4;-1
####br; 20-07-08 06:51:55; 4;-1
####br; 20-07-08 06:52:00; 4;-1
####br; 20-07-08 06:52:05; 3;1
####br; 20-07-08 06:52:10; 3;1
####br; 20-07-08 06:52:15; 2;0
####br; 20-07-08 06:52:20; 3;-1
####br; 20-07-08 06:52:25; 1;-1
####br; 20-07-08 06:52:30; 1;-1
####br; 20-07-08 06:52:35; 1;-1
####br; 20-07-08 06:52:40; 1;-1
####br; 20-07-08 06:52:45; 1;-1
####br; 20-07-08 06:52:50; 1;-1
####br; 20-07-08 06:52:55; 1;-1
####br; 20-07-08 06:53:00; 1;-1
####br; 20-07-08 06:53:05; 2;-2
####br; 20-07-08 06:53:10; 3;-3
####br; 20-07-08 06:53:15; 3;-3
####br; 20-07-08 06:53:20; 3;-1
####br; 20-07-08 06:53:25; 3;-1
####br; 20-07-08 06:53:30; 3;-1
####br; 20-07-08 06:53:35; 3;-1
####br; 20-07-08 06:53:40; 3;-1
####br; 20-07-08 06:53:45; 3;-1
####br; 20-07-08 06:53:50; 3;-1
####br; 20-07-08 06:53:55; 3;-1
####br; 20-07-08 06:54:00; 3;-1
####br; 20-07-08 06:54:05; 2;0
####br; 20-07-08 06:54:10; 1;1
####br; 20-07-08 06:54:15; 1;1
####br; 20-07-08 06:54:20; 3;3
####br; 20-07-08 06:54:25; 3;3
####br; 20-07-08 06:54:30; 3;3
####br; 20-07-08 06:54:35; 3;3
####br; 20-07-08 06:54:40; 3;3
####br; 20-07-08 06:54:45; 3;3
####br; 20-07-08 06:54:50; 6;4
####br; 20-07-08 06:54:55; 6;4
####br; 20-07-08 06:55:00; 6;4
####br; 20-07-08 06:55:05; 6;4
####br; 20-07-08 06:55:10; 7;5
####br; 20-07-08 06:55:15; 9;0
####br; 20-07-08 06:55:20; 8;-5
####br; 20-07-08 06:55:25; 8;-5
####br; 20-07-08 06:55:30; 9;-6
####br; 20-07-08 06:55:35; 9;-6
####br; 20-07-08 06:55:40; 9;-6
####br; 20-07-08 06:55:45; 10;-5
####br; 20-07-08 06:55:50; 7;-6
####br; 20-07-08 06:55:55; 7;-6
####br; 20-07-08 06:56:00; 7;-6
####br; 20-07-08 06:56:05; 9;-6
####br; 20-07-08 06:56:10; 8;-7
####br; 20-07-08 06:56:15; 6;-2
####br; 20-07-08 06:56:20; 5;-1
####br; 20-07-08 06:56:25; 5;-1
####br; 20-07-08 06:56:30; 5;1
####br; 20-07-08 06:56:35; 6;0
####br; 20-07-08 06:56:40; 7;1
####br; 20-07-08 06:56:45; 7;-2
####br; 20-07-08 06:56:50; 10;-4
####br; 20-07-08 06:56:55; 10;-4
####br; 20-07-08 06:57:00; 10;-4
####br; 20-07-08 06:57:05; 9;-5
####br; 20-07-08 06:57:10; 8;-4
####br; 20-07-08 06:57:15; 8;-4
####br; 20-07-08 06:57:20; 7;-3
####br; 20-07-08 06:57:25; 7;-3
####br; 20-07-08 06:57:30; 8;-4
####br; 20-07-08 06:57:35; 7;-3
####br; 20-07-08 06:57:40; 6;-4
####br; 20-07-08 06:57:45; 5;-2
####br; 20-07-08 06:57:50; 3;1
####br; 20-07-08 06:57:55; 3;1
####br; 20-07-08 06:58:00; 3;-1
####br; 20-07-08 06:58:05; 3;-1
####br; 20-07-08 06:58:10; 2;-2
####br; 20-07-08 06:58:15; 2;-2
####br; 20-07-08 06:58:20; 2;-2
####br; 20-07-08 06:58:25; 2;-2
####br; 20-07-08 06:58:30; 1;-1
####br; 20-07-08 06:58:35; 1;-1
####br; 20-07-08 06:58:40; 1;-1
####br; 20-07-08 06:58:45; 1;-1
####br; 20-07-08 06:58:50; 2;0
####br; 20-07-08 06:58:55; 2;0
####br; 20-07-08 06:59:00; 2;-1
####br; 20-07-08 06:59:05; 3;1
####br; 20-07-08 06:59:10; 3;1
####br; 20-07-08 06:59:15; 3;1
####br; 20-07-08 06:59:20; 3;1
####br; 20-07-08 06:59:25; 3;1
####br; 20-07-08 06:59:30; 3;1
####br; 20-07-08 06:59:35; 3;1
####br; 20-07-08 06:59:40; 3;1
####br; 20-07-08 06:59:45; 4;2
####br; 20-07-08 06:59:50; 4;2
####br; 20-07-08 06:59:55; 5;3
####br; 20-07-08 07:00:00; 4;5
####br; 20-07-08 07:00:05; 3;3
####br; 20-07-08 07:00:10; 5;5
####br; 20-07-08 07:00:15; 5;5
####br; 20-07-08 07:00:20; 5;5
####br; 20-07-08 07:00:25; 5;5
####br; 20-07-08 07:00:30; 5;5
####br; 20-07-08 07:00:35; 5;5
####br; 20-07-08 07:00:40; 5;5
####br; 20-07-08 07:00:45; 4;4
####br; 20-07-08 07:00:50; 4;4
####br; 20-07-08 07:00:55; 2;2
####br; 20-07-08 07:01:00; 2;2
####br; 20-07-08 07:01:05; 2;2
####br; 20-07-08 07:01:10; 1;1
####br; 20-07-08 07:01:15; 2;2
####br; 20-07-08 07:01:20; 2;2
####br; 20-07-08 07:01:25; 2;2
####br; 20-07-08 07:01:30; 3;3
####br; 20-07-08 07:01:35; 4;1
####br; 20-07-08 07:01:40; 4;1
####br; 20-07-08 07:01:45; 5;-1
####br; 20-07-08 07:01:50; 5;-1
####br; 20-07-08 07:01:55; 5;-1
####br; 20-07-08 07:02:00; 5;-1
####br; 20-07-08 07:02:05; 5;-1
####br; 20-07-08 07:02:10; 6;-4
####br; 20-07-08 07:02:15; 7;-3
####br; 20-07-08 07:02:20; 8;-2
####br; 20-07-08 07:02:25; 8;-2
####br; 20-07-08 07:02:30; 7;-3
####br; 20-07-08 07:02:35; 6;-1
####br; 20-07-08 07:02:40; 6;-1
####br; 20-07-08 07:02:45; 5;1
####br; 20-07-08 07:02:50; 4;0
####br; 20-07-08 07:02:55; 5;1
####br; 20-07-08 07:03:00; 6;0
####br; 20-07-08 07:03:05; 6;0
####br; 20-07-08 07:03:10; 5;3
####br; 20-07-08 07:03:15; 5;3
####br; 20-07-08 07:03:20; 5;3
####br; 20-07-08 07:03:25; 5;3
####br; 20-07-08 07:03:30; 5;3
####br; 20-07-08 07:03:35; 5;3
####br; 20-07-08 07:03:40; 5;3
####br; 20-07-08 07:03:45; 5;3
####br; 20-07-08 07:03:50; 4;2
####br; 20-07-08 07:03:55; 3;1
####br; 20-07-08 07:04:00; 2;2
####br; 20-07-08 07:04:05; 2;2
####br; 20-07-08 07:04:10; 3;3
####br; 20-07-08 07:04:15; 2;2
####br; 20-07-08 07:04:20; 1;1
####br; 20-07-08 07:04:25; 1;1
####br; 20-07-08 07:04:30; 1;1
####br; 20-07-08 07:04:35; 1;1
####br; 20-07-08 07:04:40; 1;1
####br; 20-07-08 07:04:45; 1;1
####br; 20-07-08 07:04:50; 1;1
####br; 20-07-08 07:04:55; 1;1
####br; 20-07-08 07:05:00; 1;1
####br; 20-07-08 07:05:05; 1;1
####br; 20-07-08 07:05:10; 1;1
####br; 20-07-08 07:05:15; 1;1
####br; 20-07-08 07:05:20; 1;1
####br; 20-07-08 07:05:25; 2;2
####br; 20-07-08 07:05:30; 2;2
####br; 20-07-08 07:05:35; 1;1
####br; 20-07-08 07:05:40; 1;1
####br; 20-07-08 07:05:45; 1;1
####br; 20-07-08 07:05:50; 1;1
####br; 20-07-08 07:05:55; 1;1
####br; 20-07-08 07:06:00; 1;1
####br; 20-07-08 07:06:05; 1;1
####br; 20-07-08 07:06:10; 2;2
####br; 20-07-08 07:06:15; 2;2
####br; 20-07-08 07:06:20; 2;2
####br; 20-07-08 07:06:25; 1;1
####br; 20-07-08 07:06:30; 1;1
####br; 20-07-08 07:06:35; 1;1
####br; 20-07-08 07:06:40; 1;1
####br; 20-07-08 07:06:45; 1;1
####br; 20-07-08 07:06:50; 1;1
####br; 20-07-08 07:06:55; 1;1
####br; 20-07-08 07:07:00; 3;1
####br; 20-07-08 07:07:05; 3;1
####br; 20-07-08 07:07:10; 2;0
####br; 20-07-08 07:07:15; 2;0
####br; 20-07-08 07:07:20; 2;0
####br; 20-07-08 07:07:25; 3;-1
####br; 20-07-08 07:07:30; 4;0
####br; 20-07-08 07:07:35; 4;0
####br; 20-07-08 07:07:40; 4;0
####br; 20-07-08 07:07:45; 4;0
####br; 20-07-08 07:07:50; 4;0
####br; 20-07-08 07:07:55; 4;0
####br; 20-07-08 07:08:00; 2;0
####br; 20-07-08 07:08:05; 2;0
####br; 20-07-08 07:08:10; 2;0
####br; 20-07-08 07:08:15; 3;3
####br; 20-07-08 07:08:20; 3;3
####br; 20-07-08 07:08:25; 3;5
####br; 20-07-08 07:08:30; 2;4
####br; 20-07-08 07:08:35; 2;4
####br; 20-07-08 07:08:40; 2;4
####br; 20-07-08 07:08:45; 2;4
####br; 20-07-08 07:08:50; 2;4
####br; 20-07-08 07:08:55; 2;4
####br; 20-07-08 07:09:00; 2;4
####br; 20-07-08 07:09:05; 2;4
####br; 20-07-08 07:09:10; 3;5
####br; 20-07-08 07:09:15; 2;2
####br; 20-07-08 07:09:20; 2;2
####br; 20-07-08 07:09:25; 1;1
####br; 20-07-08 07:09:30; 1;1
####br; 20-07-08 07:09:35; 1;1
####br; 20-07-08 07:09:40; 1;1
####br; 20-07-08 07:09:45; 1;1
####br; 20-07-08 07:09:50; 1;1
####br; 20-07-08 07:09:55; 1;1
####br; 20-07-08 07:10:00; 1;1
####br; 20-07-08 07:10:05; 1;1
####br; 20-07-08 07:10:30; 1;1
####br; 20-07-08 07:10:35; 1;1
####br; 20-07-08 07:10:40; 1;1
####br; 20-07-08 07:10:45; 1;1
####br; 20-07-08 07:10:50; 1;1
####br; 20-07-08 07:10:55; 1;1
####br; 20-07-08 07:11:00; 3;0
####br; 20-07-08 07:11:05; 3;0
####br; 20-07-08 07:11:10; 3;0
####br; 20-07-08 07:11:15; 3;0
####br; 20-07-08 07:11:20; 4;1
####br; 20-07-08 07:11:25; 4;1
####br; 20-07-08 07:11:30; 3;0
####br; 20-07-08 07:11:35; 4;1
####br; 20-07-08 07:11:40; 4;1
####br; 20-07-08 07:11:45; 5;2
####br; 20-07-08 07:11:50; 5;2
####br; 20-07-08 07:11:55; 5;2
####br; 20-07-08 07:12:00; 3;3
####br; 20-07-08 07:12:05; 3;3
####br; 20-07-08 07:12:10; 4;2
####br; 20-07-08 07:12:15; 6;4
####br; 20-07-08 07:12:20; 6;4
####br; 20-07-08 07:12:25; 6;4
####br; 20-07-08 07:12:30; 7;6
####br; 20-07-08 07:12:35; 7;6
####br; 20-07-08 07:12:40; 7;6
####br; 20-07-08 07:12:45; 7;6
####br; 20-07-08 07:12:50; 7;6
####br; 20-07-08 07:12:55; 8;5
####br; 20-07-08 07:13:00; 7;4
####br; 20-07-08 07:13:05; 8;5
####br; 20-07-08 07:13:10; 7;6
####br; 20-07-08 07:13:15; 5;4
####br; 20-07-08 07:13:20; 5;4
####br; 20-07-08 07:13:25; 5;4
####br; 20-07-08 07:13:30; 4;2
####br; 20-07-08 07:13:35; 4;2
####br; 20-07-08 07:13:40; 4;2
####br; 20-07-08 07:13:45; 3;1
####br; 20-07-08 07:13:50; 3;1
####br; 20-07-08 07:13:55; 2;2
####br; 20-07-08 07:14:00; 3;1
####br; 20-07-08 07:14:05; 1;-1
####br; 20-07-08 07:14:10; 1;-1
####br; 20-07-08 07:14:15; 1;-1
####br; 20-07-08 07:14:20; 1;-1
####br; 20-07-08 07:14:25; 1;-1
####br; 20-07-08 07:14:30; 1;-1
####br; 20-07-08 07:14:35; 1;-1
####br; 20-07-08 07:14:40; 1;-1
####br; 20-07-08 07:14:45; 1;-1
####br; 20-07-08 07:14:50; 1;-1
####br; 20-07-08 07:14:55; 1;-1
####br; 20-07-08 07:15:15; 1;-1
####br; 20-07-08 07:15:20; 2;0
####br; 20-07-08 07:15:25; 3;1
####br; 20-07-08 07:15:30; 3;1
####br; 20-07-08 07:15:35; 4;-1
####br; 20-07-08 07:15:40; 4;-1
####br; 20-07-08 07:15:45; 4;-1
####br; 20-07-08 07:15:50; 4;-1
####br; 20-07-08 07:15:55; 4;-1
####br; 20-07-08 07:16:00; 4;-1
####br; 20-07-08 07:16:05; 4;-1
####br; 20-07-08 07:16:10; 4;-1
####br; 20-07-08 07:16:15; 3;0
####br; 20-07-08 07:16:20; 2;-1
####br; 20-07-08 07:16:25; 1;-2
####br; 20-07-08 07:16:30; 1;-2
####br; 20-07-08 07:16:35; 1;-2
####br; 20-07-08 07:16:55; 1;-1
####br; 20-07-08 07:17:00; 1;-1
####br; 20-07-08 07:17:05; 1;-1
####br; 20-07-08 07:17:10; 1;-1
####br; 20-07-08 07:17:15; 1;-1
####br; 20-07-08 07:17:20; 1;-1
####br; 20-07-08 07:17:25; 1;-1
####br; 20-07-08 07:17:30; 2;-2
####br; 20-07-08 07:17:35; 2;-2
####br; 20-07-08 07:17:40; 4;-2
####br; 20-07-08 07:17:45; 4;-2
####br; 20-07-08 07:17:50; 4;-2
####br; 20-07-08 07:17:55; 3;-1
####br; 20-07-08 07:18:00; 3;-1
####br; 20-07-08 07:18:05; 3;-1
####br; 20-07-08 07:18:10; 3;-1
####br; 20-07-08 07:18:15; 3;-1
####br; 20-07-08 07:18:20; 3;-1
####br; 20-07-08 07:18:25; 3;-1
####br; 20-07-08 07:18:30; 3;-1
####br; 20-07-08 07:18:35; 3;-1
####br; 20-07-08 07:18:40; 2;0
####br; 20-07-08 07:18:45; 1;1
####br; 20-07-08 07:18:50; 1;1
####br; 20-07-08 07:18:55; 1;1
####br; 20-07-08 07:19:00; 1;1
####br; 20-07-08 07:19:05; 1;1
####br; 20-07-08 07:19:10; 1;1
####br; 20-07-08 07:19:15; 1;1
####br; 20-07-08 07:19:45; 1;1
####br; 20-07-08 07:19:50; 1;1
####br; 20-07-08 07:19:55; 1;1
####br; 20-07-08 07:20:00; 1;1
####br; 20-07-08 07:20:05; 3;0
####br; 20-07-08 07:20:10; 3;0
####br; 20-07-08 07:20:15; 3;0
####br; 20-07-08 07:20:20; 3;0
####br; 20-07-08 07:20:25; 3;0
####br; 20-07-08 07:20:30; 3;0
####br; 20-07-08 07:20:35; 3;0
####br; 20-07-08 07:20:40; 3;0
####br; 20-07-08 07:20:45; 3;0
####br; 20-07-08 07:20:50; 3;0
####br; 20-07-08 07:20:55; 3;0
####br; 20-07-08 07:21:00; 3;0
####br; 20-07-08 07:21:05; 1;1
####br; 20-07-08 07:21:25; 1;1
####br; 20-07-08 07:21:30; 1;1
####br; 20-07-08 07:21:35; 2;2
####br; 20-07-08 07:21:40; 3;3
####br; 20-07-08 07:21:45; 3;3
####br; 20-07-08 07:21:50; 3;3
####br; 20-07-08 07:21:55; 3;3
####br; 20-07-08 07:22:00; 3;3
####br; 20-07-08 07:22:05; 3;3
####br; 20-07-08 07:22:10; 4;2
####br; 20-07-08 07:22:15; 4;2
####br; 20-07-08 07:22:20; 4;2
####br; 20-07-08 07:22:25; 3;1
####br; 20-07-08 07:22:30; 3;1
####br; 20-07-08 07:22:35; 2;0
####br; 20-07-08 07:22:40; 1;-1
####br; 20-07-08 07:22:45; 2;0
####br; 20-07-08 07:22:50; 2;0
####br; 20-07-08 07:22:55; 2;0
####br; 20-07-08 07:23:00; 2;0
####br; 20-07-08 07:23:05; 2;0
####br; 20-07-08 07:23:10; 1;1
####br; 20-07-08 07:23:15; 1;1
####br; 20-07-08 07:23:20; 1;1
####br; 20-07-08 07:23:25; 1;1
####br; 20-07-08 07:23:30; 1;1
####br; 20-07-08 07:23:35; 2;0
####br; 20-07-08 07:23:40; 2;0
####br; 20-07-08 07:23:45; 1;-1
####br; 20-07-08 07:23:50; 1;-1
####br; 20-07-08 07:23:55; 2;0
####br; 20-07-08 07:24:00; 2;0
####br; 20-07-08 07:24:05; 2;0
####br; 20-07-08 07:24:10; 2;0
####br; 20-07-08 07:24:15; 2;0
####br; 20-07-08 07:24:20; 3;1
####br; 20-07-08 07:24:25; 3;1
####br; 20-07-08 07:24:30; 4;3
####br; 20-07-08 07:24:35; 3;4
####br; 20-07-08 07:24:40; 3;4
####br; 20-07-08 07:24:45; 4;5
####br; 20-07-08 07:24:50; 4;5
####br; 20-07-08 07:24:55; 4;3
####br; 20-07-08 07:25:00; 4;3
####br; 20-07-08 07:25:05; 5;2
####br; 20-07-08 07:25:10; 5;2
####br; 20-07-08 07:25:15; 5;2
####br; 20-07-08 07:25:20; 5;2
####br; 20-07-08 07:25:25; 5;2
