####br; 20-07-08 12:35:05; 1;2
####br; 20-07-08 12:44:45; 4;-1
####br; 20-07-08 12:44:50; 4;-1
####br; 20-07-08 12:44:55; 3;-2
####br; 20-07-08 12:45:00; 3;-2
####br; 20-07-08 12:45:05; 5;-2
####br; 20-07-08 12:45:10; 4;0
####br; 20-07-08 12:45:15; 4;0
####br; 20-07-08 12:45:20; 4;0
####br; 20-07-08 12:45:25; 5;-1
####br; 20-07-08 12:45:30; 6;0
####br; 20-07-08 12:45:35; 5;-1
####br; 20-07-08 12:45:40; 4;0
####br; 20-07-08 12:45:45; 5;1
####br; 20-07-08 12:45:50; 5;1
####br; 20-07-08 12:45:55; 5;1
####br; 20-07-08 12:46:00; 5;1
####br; 20-07-08 12:46:05; 3;1
####br; 20-07-08 12:46:10; 3;1
####br; 20-07-08 12:46:15; 6;2
####br; 20-07-08 12:46:20; 6;2
####br; 20-07-08 12:46:25; 6;4
####br; 20-07-08 12:46:30; 5;3
####br; 20-07-08 12:46:35; 5;3
####br; 20-07-08 12:46:40; 5;3
####br; 20-07-08 12:46:45; 4;2
####br; 20-07-08 12:46:50; 5;1
####br; 20-07-08 12:46:55; 6;0
####br; 20-07-08 12:47:00; 6;0
####br; 20-07-08 12:47:05; 6;0
####br; 20-07-08 12:47:10; 7;-2
####br; 20-07-08 12:47:15; 5;-1
####br; 20-07-08 12:47:20; 5;-1
####br; 20-07-08 12:47:25; 4;-2
####br; 20-07-08 12:47:30; 5;-3
####br; 20-07-08 12:47:35; 7;-3
####br; 20-07-08 12:47:40; 7;-3
####br; 20-07-08 12:47:45; 8;-4
####br; 20-07-08 12:47:50; 7;-3
####br; 20-07-08 12:47:55; 6;-2
####br; 20-07-08 12:48:00; 6;-2
####br; 20-07-08 12:48:05; 6;-2
####br; 20-07-08 12:48:10; 5;0
####br; 20-07-08 12:48:15; 5;-3
####br; 20-07-08 12:48:20; 5;-3
####br; 20-07-08 12:48:25; 5;-3
####br; 20-07-08 12:48:30; 4;-2
####br; 20-07-08 12:48:35; 2;-2
####br; 20-07-08 12:48:40; 3;-3
####br; 20-07-08 12:48:45; 2;-2
####br; 20-07-08 12:48:50; 3;-1
####br; 20-07-08 12:48:55; 4;0
####br; 20-07-08 12:49:00; 4;0
####br; 20-07-08 12:49:05; 5;1
####br; 20-07-08 12:49:10; 5;1
####br; 20-07-08 12:49:15; 4;2
####br; 20-07-08 12:49:20; 5;1
####br; 20-07-08 12:49:25; 5;1
####br; 20-07-08 12:49:30; 5;1
####br; 20-07-08 12:49:35; 5;1
####br; 20-07-08 12:49:40; 5;4
####br; 20-07-08 12:49:45; 5;4
####br; 20-07-08 12:49:50; 4;3
####br; 20-07-08 12:49:55; 3;2
####br; 20-07-08 12:50:00; 3;2
####br; 20-07-08 12:50:05; 2;1
####br; 20-07-08 12:50:10; 2;1
####br; 20-07-08 12:50:15; 2;1
####br; 20-07-08 12:50:20; 1;2
####br; 20-07-08 12:50:25; 2;3
####br; 20-07-08 12:50:30; 2;3
####br; 20-07-08 12:50:35; 2;3
####br; 20-07-08 12:50:40; 1;1
####br; 20-07-08 12:50:45; 1;1
####br; 20-07-08 12:50:50; 2;2
####br; 20-07-08 12:50:55; 2;2
####br; 20-07-08 12:51:00; 2;2
####br; 20-07-08 12:51:05; 3;1
####br; 20-07-08 12:51:10; 3;1
####br; 20-07-08 12:51:15; 3;1
####br; 20-07-08 12:51:20; 3;1
####br; 20-07-08 12:51:25; 3;-1
####br; 20-07-08 12:51:30; 3;-1
####br; 20-07-08 12:51:35; 4;-2
####br; 20-07-08 12:51:40; 4;-2
####br; 20-07-08 12:51:45; 4;-2
####br; 20-07-08 12:51:50; 4;-4
####br; 20-07-08 12:51:55; 5;-6
####br; 20-07-08 12:52:00; 5;-6
####br; 20-07-08 12:52:05; 4;-5
####br; 20-07-08 12:52:10; 4;-5
####br; 20-07-08 12:52:15; 4;-5
####br; 20-07-08 12:52:20; 4;-5
####br; 20-07-08 12:52:25; 4;-6
####br; 20-07-08 12:52:30; 4;-6
####br; 20-07-08 12:52:35; 3;-5
####br; 20-07-08 12:52:40; 3;-5
####br; 20-07-08 12:52:45; 4;-4
####br; 20-07-08 12:52:50; 3;-3
####br; 20-07-08 12:52:55; 3;-3
####br; 20-07-08 12:53:00; 3;-3
####br; 20-07-08 12:53:05; 3;-3
####br; 20-07-08 12:53:10; 3;-3
####br; 20-07-08 12:53:15; 3;-3
####br; 20-07-08 12:53:20; 3;-3
####br; 20-07-08 12:53:25; 2;-1
####br; 20-07-08 12:53:30; 3;-2
####br; 20-07-08 12:53:35; 5;-1
####br; 20-07-08 12:53:40; 5;-1
####br; 20-07-08 12:53:45; 5;0
####br; 20-07-08 12:53:50; 5;0
####br; 20-07-08 12:53:55; 4;2
####br; 20-07-08 12:54:00; 4;2
####br; 20-07-08 12:54:05; 4;2
####br; 20-07-08 12:54:10; 4;2
####br; 20-07-08 12:54:15; 4;2
####br; 20-07-08 12:54:20; 4;2
####br; 20-07-08 12:54:25; 5;1
####br; 20-07-08 12:54:30; 4;2
####br; 20-07-08 12:54:35; 2;1
####br; 20-07-08 12:54:40; 3;3
####br; 20-07-08 12:54:45; 2;1
####br; 20-07-08 12:54:50; 2;1
####br; 20-07-08 12:54:55; 3;3
####br; 20-07-08 12:55:00; 4;4
####br; 20-07-08 12:55:05; 4;4
####br; 20-07-08 12:55:10; 4;4
####br; 20-07-08 12:55:15; 4;4
####br; 20-07-08 12:55:20; 4;4
####br; 20-07-08 12:55:25; 3;5
####br; 20-07-08 12:55:30; 4;4
####br; 20-07-08 12:55:35; 6;5
####br; 20-07-08 12:55:40; 5;3
####br; 20-07-08 12:55:45; 5;3
####br; 20-07-08 12:55:50; 6;5
####br; 20-07-08 12:55:55; 5;3
####br; 20-07-08 12:56:00; 4;2
####br; 20-07-08 12:56:05; 4;2
####br; 20-07-08 12:56:10; 4;2
####br; 20-07-08 12:56:15; 4;2
####br; 20-07-08 12:56:20; 4;2
####br; 20-07-08 12:56:25; 4;2
####br; 20-07-08 12:56:30; 4;2
####br; 20-07-08 12:56:35; 2;1
####br; 20-07-08 12:56:40; 3;0
####br; 20-07-08 12:56:45; 3;0
####br; 20-07-08 12:56:50; 3;-1
####br; 20-07-08 12:56:55; 2;0
####br; 20-07-08 12:57:00; 4;0
####br; 20-07-08 12:57:05; 5;-1
####br; 20-07-08 12:57:10; 5;-1
####br; 20-07-08 12:57:15; 6;0
####br; 20-07-08 12:57:20; 6;0
####br; 20-07-08 12:57:25; 6;0
####br; 20-07-08 12:57:30; 6;0
####br; 20-07-08 12:57:35; 6;0
####br; 20-07-08 12:57:40; 5;1
####br; 20-07-08 12:57:45; 5;1
####br; 20-07-08 12:57:50; 4;0
####br; 20-07-08 12:57:55; 4;0
####br; 20-07-08 12:58:00; 2;0
####br; 20-07-08 12:58:05; 1;1
####br; 20-07-08 12:58:10; 1;1
####br; 20-07-08 12:58:15; 1;1
####br; 20-07-08 12:58:20; 2;2
####br; 20-07-08 12:58:25; 2;2
####br; 20-07-08 12:58:30; 2;2
####br; 20-07-08 12:58:35; 1;1
####br; 20-07-08 12:58:40; 2;2
####br; 20-07-08 12:58:45; 3;0
####br; 20-07-08 12:58:50; 3;0
####br; 20-07-08 12:58:55; 4;-1
####br; 20-07-08 12:59:00; 4;-1
####br; 20-07-08 12:59:05; 4;-1
####br; 20-07-08 12:59:10; 4;-1
####br; 20-07-08 12:59:15; 4;-1
####br; 20-07-08 12:59:20; 3;-2
####br; 20-07-08 12:59:25; 3;-2
####br; 20-07-08 12:59:30; 3;-2
####br; 20-07-08 12:59:35; 3;-2
####br; 20-07-08 12:59:40; 2;-3
####br; 20-07-08 12:59:45; 1;-1
####br; 20-07-08 12:59:50; 1;-1
####br; 20-07-08 01:00:05; 1;2
####br; 20-07-08 01:00:10; 2;3
####br; 20-07-08 01:00:15; 2;3
####br; 20-07-08 01:00:20; 2;3
####br; 20-07-08 01:00:25; 2;3
####br; 20-07-08 01:00:30; 4;5
####br; 20-07-08 01:00:35; 4;5
####br; 20-07-08 01:00:40; 4;5
####br; 20-07-08 01:00:45; 5;6
####br; 20-07-08 01:00:50; 6;8
####br; 20-07-08 01:00:55; 6;8
####br; 20-07-08 01:01:00; 6;8
####br; 20-07-08 01:01:05; 5;6
####br; 20-07-08 01:01:10; 5;6
####br; 20-07-08 01:01:15; 6;7
####br; 20-07-08 01:01:20; 7;6
####br; 20-07-08 01:01:25; 7;6
####br; 20-07-08 01:01:30; 7;7
####br; 20-07-08 01:01:35; 6;6
####br; 20-07-08 01:01:40; 6;6
####br; 20-07-08 01:01:45; 5;5
####br; 20-07-08 01:01:50; 4;3
####br; 20-07-08 01:01:55; 5;4
####br; 20-07-08 01:02:00; 5;4
####br; 20-07-08 01:02:05; 5;4
####br; 20-07-08 01:02:10; 4;3
####br; 20-07-08 01:02:15; 3;2
####br; 20-07-08 01:02:20; 2;3
####br; 20-07-08 01:02:25; 2;3
####br; 20-07-08 01:02:30; 2;3
####br; 20-07-08 01:02:35; 2;3
####br; 20-07-08 01:02:40; 3;5
####br; 20-07-08 01:02:45; 3;5
####br; 20-07-08 01:02:50; 3;5
####br; 20-07-08 01:02:55; 3;3
####br; 20-07-08 01:03:00; 3;3
####br; 20-07-08 01:03:05; 3;3
####br; 20-07-08 01:03:10; 4;4
####br; 20-07-08 01:03:15; 4;4
####br; 20-07-08 01:03:20; 4;4
####br; 20-07-08 01:03:25; 4;4
####br; 20-07-08 01:03:30; 3;2
####br; 20-07-08 01:03:35; 5;2
####br; 20-07-08 01:03:40; 4;0
####br; 20-07-08 01:03:45; 4;0
####br; 20-07-08 01:03:50; 4;0
####br; 20-07-08 01:03:55; 3;1
####br; 20-07-08 01:04:00; 3;1
####br; 20-07-08 01:04:05; 3;1
####br; 20-07-08 01:04:10; 2;0
####br; 20-07-08 01:04:15; 2;0
####br; 20-07-08 01:04:20; 2;0
####br; 20-07-08 01:04:25; 2;0
####br; 20-07-08 01:04:30; 2;0
####br; 20-07-08 01:04:40; 1;-1
####br; 20-07-08 01:04:45; 1;-1
####br; 20-07-08 01:04:50; 1;-1
####br; 20-07-08 01:04:55; 2;0
####br; 20-07-08 01:05:00; 2;0
####br; 20-07-08 01:05:05; 2;0
####br; 20-07-08 01:05:10; 2;0
####br; 20-07-08 01:05:15; 2;0
####br; 20-07-08 01:05:20; 2;0
####br; 20-07-08 01:05:25; 2;0
####br; 20-07-08 01:05:30; 2;0
####br; 20-07-08 01:05:35; 3;1
####br; 20-07-08 01:05:40; 2;2
####br; 20-07-08 01:05:45; 2;2
####br; 20-07-08 01:05:50; 2;2
####br; 20-07-08 01:05:55; 1;1
####br; 20-07-08 01:06:00; 1;1
####br; 20-07-08 01:06:05; 1;1
####br; 20-07-08 01:06:10; 2;3
####br; 20-07-08 01:06:15; 2;3
####br; 20-07-08 01:06:20; 2;3
####br; 20-07-08 01:06:25; 2;3
####br; 20-07-08 01:06:30; 3;4
####br; 20-07-08 01:06:35; 2;3
####br; 20-07-08 01:06:40; 2;3
####br; 20-07-08 01:06:45; 2;3
####br; 20-07-08 01:06:50; 2;3
####br; 20-07-08 01:06:55; 2;3
####br; 20-07-08 01:07:00; 2;3
####br; 20-07-08 01:07:05; 2;3
####br; 20-07-08 01:07:10; 1;1
####br; 20-07-08 01:07:15; 1;1
####br; 20-07-08 01:07:20; 2;2
####br; 20-07-08 01:07:25; 2;2
####br; 20-07-08 01:07:30; 3;1
####br; 20-07-08 01:07:35; 3;1
####br; 20-07-08 01:07:40; 3;1
####br; 20-07-08 01:07:45; 3;1
####br; 20-07-08 01:07:50; 3;1
####br; 20-07-08 01:07:55; 3;1
####br; 20-07-08 01:08:00; 3;1
####br; 20-07-08 01:08:05; 3;1
####br; 20-07-08 01:08:10; 4;2
####br; 20-07-08 01:08:15; 4;2
####br; 20-07-08 01:08:20; 4;0
####br; 20-07-08 01:08:25; 3;-1
####br; 20-07-08 01:08:30; 2;0
####br; 20-07-08 01:08:35; 2;0
####br; 20-07-08 01:08:40; 2;0
####br; 20-07-08 01:08:45; 2;0
####br; 20-07-08 01:08:50; 2;0
####br; 20-07-08 01:08:55; 2;0
####br; 20-07-08 01:09:00; 2;0
####br; 20-07-08 01:09:05; 2;0
####br; 20-07-08 01:09:10; 1;-1
####br; 20-07-08 01:09:15; 3;0
####br; 20-07-08 01:09:20; 3;-1
####br; 20-07-08 01:09:25; 3;-1
####br; 20-07-08 01:09:30; 3;-1
####br; 20-07-08 01:09:35; 3;-1
####br; 20-07-08 01:09:40; 3;-1
####br; 20-07-08 01:09:45; 4;-2
####br; 20-07-08 01:09:50; 4;-2
####br; 20-07-08 01:09:55; 4;-2
####br; 20-07-08 01:10:00; 4;-2
####br; 20-07-08 01:10:05; 4;-2
####br; 20-07-08 01:10:10; 4;-2
####br; 20-07-08 01:10:15; 3;-4
####br; 20-07-08 01:10:20; 3;-1
####br; 20-07-08 01:10:25; 4;-2
####br; 20-07-08 01:10:30; 5;-4
####br; 20-07-08 01:10:35; 5;-4
####br; 20-07-08 01:10:40; 5;-4
####br; 20-07-08 01:10:45; 4;-3
####br; 20-07-08 01:10:50; 4;-3
####br; 20-07-08 01:10:55; 4;-3
####br; 20-07-08 01:11:00; 5;-4
####br; 20-07-08 01:11:05; 6;-3
####br; 20-07-08 01:11:10; 6;-3
####br; 20-07-08 01:11:15; 5;-2
####br; 20-07-08 01:11:20; 4;-3
####br; 20-07-08 01:11:25; 3;-2
####br; 20-07-08 01:11:30; 2;0
####br; 20-07-08 01:11:35; 2;0
####br; 20-07-08 01:11:40; 2;0
####br; 20-07-08 01:11:45; 3;2
####br; 20-07-08 01:11:50; 3;2
####br; 20-07-08 01:11:55; 3;2
####br; 20-07-08 01:12:00; 3;4
####br; 20-07-08 01:12:05; 4;5
####br; 20-07-08 01:12:10; 5;6
####br; 20-07-08 01:12:15; 4;5
####br; 20-07-08 01:12:20; 5;4
####br; 20-07-08 01:12:25; 5;4
####br; 20-07-08 01:12:30; 5;4
####br; 20-07-08 01:12:35; 5;4
####br; 20-07-08 01:12:40; 5;4
####br; 20-07-08 01:12:45; 4;2
####br; 20-07-08 01:12:50; 4;2
####br; 20-07-08 01:12:55; 4;2
####br; 20-07-08 01:13:00; 3;1
####br; 20-07-08 01:13:05; 2;0
####br; 20-07-08 01:13:10; 2;-2
####br; 20-07-08 01:13:15; 2;-2
####br; 20-07-08 01:13:20; 1;-1
####br; 20-07-08 01:13:25; 2;-3
####br; 20-07-08 01:13:30; 2;-3
####br; 20-07-08 01:13:35; 2;-3
####br; 20-07-08 01:13:40; 2;-3
####br; 20-07-08 01:13:45; 2;-3
####br; 20-07-08 01:13:50; 2;-3
####br; 20-07-08 01:13:55; 2;-3
####br; 20-07-08 01:14:00; 2;-3
####br; 20-07-08 01:14:05; 3;-2
####br; 20-07-08 01:14:10; 3;-2
####br; 20-07-08 01:14:15; 3;-2
####br; 20-07-08 01:14:20; 3;-2
####br; 20-07-08 01:14:25; 2;0
####br; 20-07-08 01:14:30; 3;1
####br; 20-07-08 01:14:35; 4;3
####br; 20-07-08 01:14:40; 4;3
####br; 20-07-08 01:14:45; 4;3
####br; 20-07-08 01:14:50; 4;3
####br; 20-07-08 01:14:55; 4;3
####br; 20-07-08 01:15:00; 4;3
####br; 20-07-08 01:15:05; 5;2
####br; 20-07-08 01:15:10; 6;1
####br; 20-07-08 01:15:15; 6;1
####br; 20-07-08 01:15:20; 6;1
####br; 20-07-08 01:15:25; 6;1
####br; 20-07-08 01:15:30; 5;0
####br; 20-07-08 01:15:35; 4;-2
####br; 20-07-08 01:15:40; 4;-2
####br; 20-07-08 01:15:45; 3;-1
####br; 20-07-08 01:15:50; 3;-1
####br; 20-07-08 01:15:55; 3;-1
####br; 20-07-08 01:16:00; 3;-1
####br; 20-07-08 01:16:05; 3;-3
####br; 20-07-08 01:16:10; 2;-2
####br; 20-07-08 01:16:15; 2;-2
####br; 20-07-08 01:16:20; 3;-1
####br; 20-07-08 01:16:25; 3;-1
####br; 20-07-08 01:16:30; 4;0
####br; 20-07-08 01:16:35; 5;-2
####br; 20-07-08 01:16:40; 5;-2
####br; 20-07-08 01:16:45; 5;-2
####br; 20-07-08 01:16:50; 5;-2
####br; 20-07-08 01:16:55; 5;-2
####br; 20-07-08 01:17:00; 6;-1
####br; 20-07-08 01:17:05; 5;0
####br; 20-07-08 01:17:10; 7;5
####br; 20-07-08 01:17:15; 8;6
####br; 20-07-08 01:17:20; 8;6
####br; 20-07-08 01:17:25; 8;6
####br; 20-07-08 01:17:30; 7;5
####br; 20-07-08 01:17:35; 6;7
####br; 20-07-08 01:17:40; 6;7
####br; 20-07-08 01:17:45; 5;8
####br; 20-07-08 01:17:50; 5;8
####br; 20-07-08 01:17:55; 5;5
####br; 20-07-08 01:18:00; 4;4
####br; 20-07-08 01:18:05; 4;4
####br; 20-07-08 01:18:10; 2;-1
####br; 20-07-08 01:18:15; 1;-2
####br; 20-07-08 01:18:20; 1;-2
####br; 20-07-08 01:18:25; 1;-2
####br; 20-07-08 01:18:30; 1;-2
####br; 20-07-08 01:18:35; 1;-2
####br; 20-07-08 01:18:40; 2;0
####br; 20-07-08 01:18:45; 2;0
####br; 20-07-08 01:18:50; 3;-1
####br; 20-07-08 01:18:55; 3;-2
####br; 20-07-08 01:19:00; 3;-2
####br; 20-07-08 01:19:05; 3;-2
####br; 20-07-08 01:19:10; 4;-1
####br; 20-07-08 01:19:15; 4;-1
####br; 20-07-08 01:19:20; 4;-1
####br; 20-07-08 01:19:25; 4;-1
####br; 20-07-08 01:19:30; 5;-2
####br; 20-07-08 01:19:35; 5;-2
####br; 20-07-08 01:19:40; 4;-4
####br; 20-07-08 01:19:45; 5;-2
####br; 20-07-08 01:19:50; 4;-1
####br; 20-07-08 01:19:55; 3;2
####br; 20-07-08 01:20:00; 4;3
####br; 20-07-08 01:20:05; 4;3
####br; 20-07-08 01:20:10; 4;4
####br; 20-07-08 01:20:15; 4;4
####br; 20-07-08 01:20:20; 4;4
####br; 20-07-08 01:20:25; 4;4
####br; 20-07-08 01:20:30; 3;5
####br; 20-07-08 01:20:35; 5;5
####br; 20-07-08 01:20:40; 6;3
####br; 20-07-08 01:20:45; 5;1
####br; 20-07-08 01:20:50; 5;1
####br; 20-07-08 01:20:55; 5;1
####br; 20-07-08 01:21:00; 4;0
####br; 20-07-08 01:21:05; 4;0
####br; 20-07-08 01:21:10; 3;-2
####br; 20-07-08 01:21:15; 3;-2
####br; 20-07-08 01:21:20; 3;-2
####br; 20-07-08 01:21:25; 3;-2
####br; 20-07-08 01:21:30; 3;-2
####br; 20-07-08 01:21:35; 1;-2
####br; 20-07-08 01:21:55; 2;3
####br; 20-07-08 01:22:00; 2;3
####br; 20-07-08 01:22:05; 2;3
####br; 20-07-08 01:22:10; 3;1
####br; 20-07-08 01:22:15; 4;2
####br; 20-07-08 01:22:20; 6;0
####br; 20-07-08 01:22:25; 6;0
####br; 20-07-08 01:22:30; 7;-1
####br; 20-07-08 01:22:35; 7;-1
####br; 20-07-08 01:22:40; 7;-1
####br; 20-07-08 01:22:45; 7;-1
####br; 20-07-08 01:22:50; 7;-1
####br; 20-07-08 01:22:55; 5;-4
####br; 20-07-08 01:23:00; 6;-3
####br; 20-07-08 01:23:05; 6;-3
####br; 20-07-08 01:23:10; 5;-1
####br; 20-07-08 01:23:15; 5;-1
####br; 20-07-08 01:23:20; 3;1
####br; 20-07-08 01:23:25; 3;1
####br; 20-07-08 01:23:30; 3;1
####br; 20-07-08 01:23:35; 3;1
####br; 20-07-08 01:23:40; 2;0
####br; 20-07-08 01:23:45; 2;0
####br; 20-07-08 01:23:50; 2;0
####br; 20-07-08 01:23:55; 2;0
####br; 20-07-08 01:24:00; 2;0
####br; 20-07-08 01:24:05; 3;1
####br; 20-07-08 01:24:10; 3;1
####br; 20-07-08 01:24:15; 4;3
####br; 20-07-08 01:24:20; 4;3
####br; 20-07-08 01:24:25; 4;3
####br; 20-07-08 01:24:30; 4;3
####br; 20-07-08 01:24:35; 5;2
####br; 20-07-08 01:24:40; 5;2
####br; 20-07-08 01:24:45; 5;2
####br; 20-07-08 01:24:50; 5;2
####br; 20-07-08 01:24:55; 5;2
####br; 20-07-08 01:25:00; 4;1
####br; 20-07-08 01:25:05; 4;1
####br; 20-07-08 01:25:10; 3;2
####br; 20-07-08 01:25:15; 4;4
####br; 20-07-08 01:25:20; 4;4
####br; 20-07-08 01:25:25; 4;4
####br; 20-07-08 01:25:30; 5;3
####br; 20-07-08 01:25:35; 4;4
####br; 20-07-08 01:25:40; 4;4
####br; 20-07-08 01:25:45; 4;4
####br; 20-07-08 01:25:50; 4;4
####br; 20-07-08 01:25:55; 4;4
####br; 20-07-08 01:26:00; 4;4
####br; 20-07-08 01:26:05; 4;4
####br; 20-07-08 01:26:10; 4;4
####br; 20-07-08 01:26:15; 2;0
####br; 20-07-08 01:26:20; 4;2
####br; 20-07-08 01:26:25; 4;2
####br; 20-07-08 01:26:30; 3;3
####br; 20-07-08 01:26:35; 4;4
####br; 20-07-08 01:26:40; 5;5
####br; 20-07-08 01:26:45; 5;5
####br; 20-07-08 01:26:50; 6;8
####br; 20-07-08 01:26:55; 6;8
####br; 20-07-08 01:27:00; 6;8
####br; 20-07-08 01:27:05; 6;9
####br; 20-07-08 01:27:10; 7;10
####br; 20-07-08 01:27:15; 7;10
####br; 20-07-08 01:27:20; 6;9
####br; 20-07-08 01:27:25; 7;12
####br; 20-07-08 01:27:30; 7;12
####br; 20-07-08 01:27:35; 6;11
####br; 20-07-08 01:27:40; 4;9
####br; 20-07-08 01:27:45; 4;9
####br; 20-07-08 01:27:50; 4;4
####br; 20-07-08 01:27:55; 4;4
####br; 20-07-08 01:28:00; 5;6
####br; 20-07-08 01:28:05; 4;4
####br; 20-07-08 01:28:10; 3;3
####br; 20-07-08 01:28:15; 3;3
####br; 20-07-08 01:28:20; 3;3
####br; 20-07-08 01:28:25; 2;0
####br; 20-07-08 01:28:30; 2;0
####br; 20-07-08 01:28:35; 2;0
####br; 20-07-08 01:28:40; 2;0
####br; 20-07-08 01:28:45; 2;0
####br; 20-07-08 01:28:50; 1;2
####br; 20-07-08 01:28:55; 2;3
####br; 20-07-08 01:29:00; 1;1
####br; 20-07-08 01:29:05; 2;0
####br; 20-07-08 01:29:10; 3;1
####br; 20-07-08 01:29:15; 3;1
####br; 20-07-08 01:29:20; 5;1
####br; 20-07-08 01:29:25; 6;2
####br; 20-07-08 01:29:30; 7;3
####br; 20-07-08 01:29:35; 7;3
####br; 20-07-08 01:29:40; 7;3
####br; 20-07-08 01:29:45; 7;3
####br; 20-07-08 01:29:50; 7;3
####br; 20-07-08 01:29:55; 6;2
####br; 20-07-08 01:30:00; 6;2
####br; 20-07-08 01:30:05; 6;2
####br; 20-07-08 01:30:10; 5;1
####br; 20-07-08 01:30:15; 7;4
